Play_Id,Age,Height_Cm,Weight_Kgs,Overall_Rating,Potential,Value_Euro,International_Reputation_1_5,Skill_Moves_1_5
245209,19,170.18,60.8,64,79,950000,1,3
207833,26,193.04,73.9,64,69,425000,1,1
244952,20,154.94,74.8,64,80,875000,1,2
244184,23,182.88,77.1,64,70,525000,1,2
243928,26,187.96,74.8,64,68,475000,1,2
206040,27,152.4,73.9,64,65,425000,1,2
224470,23,152.4,77.1,64,71,625000,1,2
216790,23,175.26,76.2,64,72,650000,1,3
213206,27,190.5,81.2,64,68,400000,1,1
238805,23,182.88,76.2,64,70,625000,1,3
233173,27,170.18,64,64,65,525000,1,2
221397,22,182.88,73,64,75,675000,1,3
247508,19,182.88,69.9,64,82,975000,1,3
175316,31,170.18,67.1,64,64,325000,1,3
232916,26,170.18,64.9,64,64,500000,1,3
229588,24,175.26,68,64,71,625000,1,3
138729,36,182.88,78.9,64,64,190000,1,2
239592,19,152.4,73,64,75,725000,1,3
232680,26,170.18,64.9,64,65,525000,1,2
224488,23,175.26,73,64,70,600000,1,3
202728,27,187.96,83.9,64,65,450000,1,2
222183,28,154.94,74.8,64,65,425000,1,2
237286,19,152.4,77.1,64,79,950000,1,2
232166,25,182.88,74.8,64,67,575000,1,3
211174,25,152.4,68.9,64,67,475000,1,3
228069,24,170.18,68.9,64,70,625000,1,2
225253,24,190.5,83.9,64,67,475000,1,2
216805,28,175.26,73,64,66,375000,1,1
213221,24,175.26,62.1,64,70,525000,1,2
211173,25,182.88,77.1,64,69,625000,1,3
204773,27,187.96,81.2,64,65,350000,1,1
203237,29,193.04,83.9,64,64,300000,1,1
239096,22,190.5,79.8,64,73,600000,1,3
233976,35,185.42,81.2,64,64,180000,1,1
225016,24,154.94,72.1,64,69,600000,1,2
241911,23,187.96,78,64,69,500000,1,2
230391,31,190.5,82.1,64,64,325000,1,2
229367,21,185.42,91.2,64,74,750000,1,2
226295,20,172.72,64.9,64,73,675000,1,3
242678,21,170.18,69.9,64,78,1000000,1,3
164854,33,154.94,79.8,64,64,260000,1,2
214518,34,175.26,69.9,64,64,170000,1,2
204790,28,175.26,73.9,64,64,375000,1,2
177397,30,193.04,84.8,64,64,325000,1,2
227573,24,182.88,87.1,64,68,600000,1,3
219637,24,187.96,82.1,64,71,475000,1,1
241652,25,182.88,82.1,64,67,575000,1,3
231668,35,185.42,82.1,64,64,140000,1,2
214279,22,154.94,71.2,63,74,550000,1,2
220422,27,172.72,60.8,63,63,400000,1,3
242437,24,182.88,59.9,63,70,525000,1,2
241925,21,152.4,68.9,63,75,650000,1,2
238341,21,170.18,71.2,63,73,600000,1,3
232453,33,154.94,73.9,63,63,200000,1,2
228357,20,182.88,76.2,63,80,800000,1,3
211717,25,175.26,69.9,63,66,375000,1,2
186884,27,182.88,73.9,63,63,325000,1,2
246276,19,172.72,59.9,63,76,700000,1,4
245764,18,152.4,66.2,63,77,750000,1,3
239364,20,190.5,74.8,63,77,675000,1,1
237060,34,187.96,88,63,63,150000,1,2
236804,19,154.94,78,63,80,700000,1,2
209668,30,170.18,67.1,63,63,290000,1,2
207620,28,182.88,72.1,63,63,375000,1,2
222233,28,182.88,74.8,63,63,300000,1,2
162072,34,152.4,74.8,63,63,140000,1,2
245783,30,195.58,88.9,63,63,250000,1,1
243735,22,190.5,77.1,63,71,400000,1,1
239127,21,152.4,68.9,63,76,625000,1,2
223767,24,187.96,83.9,63,69,425000,1,2
221206,30,152.4,77.1,63,63,280000,1,2
214550,26,162.56,59,63,64,450000,1,2
231445,20,185.42,74.8,63,76,675000,1,3
230933,22,185.42,72.1,63,71,475000,1,2
225813,24,182.88,74.8,63,69,525000,1,2
241172,23,187.96,81.2,63,74,550000,1,2
240660,20,185.42,78,63,77,825000,1,2
239636,25,198.12,84.8,63,68,475000,1,2
193555,30,193.04,92.1,63,63,250000,1,1
184851,34,187.96,91.2,63,63,150000,1,1
238375,24,152.4,73.9,63,70,,1,2
237863,19,154.94,68,63,76,700000,1,3
226855,27,182.88,69.9,63,65,375000,1,2
182822,37,187.96,88,63,63,50000,1,2
239142,21,182.88,77.1,63,74,550000,1,2
230438,27,182.88,81.2,63,63,400000,1,2
223014,23,187.96,76.2,63,71,525000,1,2
200742,25,195.58,78.9,63,68,425000,1,2
244005,22,152.4,68,63,70,450000,1,2
239909,22,185.42,73,63,71,475000,1,2
224805,27,154.94,73.9,63,64,425000,1,2
213797,25,187.96,74.8,63,68,400000,1,2
243748,29,182.88,78,63,63,375000,1,2
242212,25,154.94,67.1,63,65,450000,1,2
239908,25,172.72,68,63,67,400000,1,2
234276,24,172.72,74.8,63,67,475000,1,2
233508,21,154.94,66.2,63,73,,1,2
224311,24,182.88,73.9,63,68,500000,1,3
224055,28,175.26,68.9,63,63,300000,1,2
202551,28,193.04,84.8,63,64,350000,1,2
192566,27,152.4,77.1,63,64,425000,1,3
238902,29,185.42,73.9,63,63,300000,1,2
236342,25,154.94,71.2,63,66,475000,1,3
233782,20,190.5,77.1,63,79,725000,1,2
229942,20,190.5,86.2,63,74,550000,1,2
224054,30,170.18,66.2,63,63,350000,1,3
235573,21,152.4,69.9,63,76,625000,1,2
214325,31,172.72,69.9,63,63,270000,1,2
205877,25,152.4,71.2,63,68,400000,1,2
224308,22,175.26,67.1,63,68,500000,1,3
203316,26,187.96,69.9,63,65,325000,1,1
221235,27,185.42,78,63,67,325000,1,1
199475,27,152.4,71.2,63,64,425000,1,3
241993,24,190.5,83.9,63,72,500000,1,2
174665,32,187.96,82.1,63,63,250000,1,2
233033,29,185.42,82.1,63,63,290000,1,2
231753,21,175.26,73,63,76,700000,1,3
228681,21,190.5,83,63,77,725000,1,2
214345,27,187.96,83,63,64,350000,1,2
210249,25,154.94,77.1,63,68,425000,1,2
239432,22,187.96,82.1,63,72,575000,1,2
215112,23,185.42,83.9,63,68,500000,1,2
202312,26,195.58,78,63,68,400000,1,2
165447,31,152.4,83,63,63,350000,1,2
221767,23,175.26,71.2,63,68,500000,1,3
237382,20,185.42,73.9,63,80,775000,1,2
230214,35,182.88,74.8,63,63,110000,1,2
236869,21,193.04,84.8,63,78,725000,1,2
223557,28,175.26,64.9,63,63,375000,1,3
244570,19,187.96,88,63,76,575000,1,2
237658,20,187.96,79.8,63,78,725000,1,2
236890,19,175.26,73,63,78,800000,1,3
226650,26,185.42,77.1,63,64,350000,1,2
199770,26,190.5,87.1,63,65,375000,1,2
242265,18,170.18,71.2,63,78,750000,1,2
232793,29,175.26,69.9,63,63,290000,1,2
238680,29,152.4,72.1,63,63,350000,1,2
235608,29,182.88,79.8,63,63,300000,1,2
170072,30,175.26,64,63,63,375000,1,2
27480,36,187.96,88.9,63,63,90000,1,1
214104,26,175.26,76.2,63,66,375000,1,2
221270,24,175.26,63,63,70,500000,1,2
210006,25,193.04,83.9,63,68,350000,1,1
209750,24,193.04,79.8,63,70,375000,1,1
181845,33,154.94,76.2,63,63,150000,1,3
165738,32,185.42,74.8,63,63,325000,1,2
224874,28,190.5,68,63,63,375000,1,3
247145,20,152.4,67.1,63,77,800000,1,3
217193,27,175.26,69.9,63,64,350000,1,2
215657,25,195.58,88,63,66,400000,1,2
205161,26,175.26,73.9,63,64,450000,1,3
191848,32,190.5,86.2,63,63,210000,1,1
190056,30,182.88,83,63,63,290000,1,2
244072,24,172.72,68,63,67,475000,1,3
243560,33,175.26,67.1,63,63,220000,1,3
235368,20,165.1,54.9,63,73,600000,1,2
228456,22,190.5,83,63,74,500000,1,1
245351,20,175.26,76.2,63,78,800000,1,2
242535,25,182.88,79.8,63,66,475000,1,3
234087,18,167.64,59.9,63,78,750000,1,2
217191,25,182.88,74.8,63,67,400000,1,2
182398,33,182.88,79.8,63,63,200000,1,2
241534,22,190.5,78,63,76,625000,1,2
174206,36,187.96,89.8,63,63,90000,1,1
230270,35,182.88,78,63,63,190000,1,2
170877,31,187.96,93.9,63,63,240000,1,1
241020,22,175.26,68,63,73,600000,1,3
223868,21,182.88,78.9,63,71,400000,1,1
220540,25,182.88,73.9,63,66,,1,2
236667,24,170.18,69.9,63,69,500000,1,3
238203,27,182.88,81.2,63,64,350000,1,2
244602,19,165.1,66.2,63,77,750000,1,3
243322,20,154.94,66.2,63,79,800000,1,2
225146,23,152.4,71.2,63,68,475000,1,2
199801,28,185.42,82.1,63,63,300000,1,2
200312,33,190.5,84.8,63,63,290000,1,2
237943,24,187.96,84.8,63,69,425000,1,2
229515,26,182.88,84.8,63,66,375000,1,2
225419,21,187.96,83.9,63,77,675000,1,1
199307,29,193.04,82.1,63,63,280000,1,2
242314,35,190.5,87.1,63,63,190000,1,2
238986,24,190.5,73,63,70,450000,1,2
211594,24,154.94,73,63,67,400000,1,2
209546,26,175.26,71.2,63,66,475000,1,3
217225,28,175.26,74.8,63,63,,1,2
208009,25,152.4,68,63,66,475000,1,3
243080,20,182.88,73.9,63,76,625000,1,2
222600,23,187.96,81.2,63,71,400000,1,1
134792,32,154.94,72.1,63,63,290000,1,2
246407,23,175.26,64.9,63,68,,1,2
245639,19,154.94,78,63,80,775000,1,3
240007,26,154.94,73,63,64,450000,1,3
231303,26,185.42,82.1,63,68,425000,1,2
244636,24,152.4,78,63,68,500000,1,2
231836,20,170.18,69.9,63,67,475000,1,3
225948,23,187.96,78,63,73,525000,1,2
240027,25,152.4,64.9,63,67,500000,1,3
238235,19,175.26,66.2,63,81,675000,1,3
235931,22,187.96,78,63,74,500000,1,1
227995,21,167.64,63,63,75,650000,1,2
224667,26,182.88,78.9,63,65,375000,1,2
192154,28,182.88,73.9,63,63,375000,1,2
241050,27,195.58,88,63,66,300000,1,1
148634,37,195.58,92.1,63,63,50000,1,1
191897,33,175.26,66.2,63,63,290000,1,3
228249,31,152.4,73.9,63,63,350000,1,2
220057,24,190.5,77.1,63,68,425000,1,2
244120,29,185.42,79.8,63,64,300000,1,1
172952,31,187.96,72.1,63,63,325000,1,2
198057,28,152.4,64.9,63,63,375000,1,3
234152,22,154.94,69.9,63,69,500000,1,3
232360,22,170.18,63,63,74,625000,1,3
216744,23,193.04,81.2,63,70,450000,1,2
180903,30,182.88,69.9,63,63,350000,1,3
243111,23,152.4,77.1,63,68,400000,1,2
240807,20,187.96,72.1,63,77,825000,1,2
231847,22,175.26,74.8,63,74,550000,1,2
221351,26,182.88,78,63,66,375000,1,2
203175,26,154.94,69.9,63,67,350000,1,1
240550,19,172.72,71.2,63,80,725000,1,3
173734,30,187.96,82.1,63,63,290000,1,2
222118,32,182.88,74.8,63,63,250000,1,2
210854,30,175.26,63,63,63,290000,1,2
194725,30,175.26,72.1,63,63,350000,1,3
213413,25,193.04,77.1,63,65,325000,1,1
189109,29,190.5,93,63,64,290000,1,1
186549,30,152.4,78,63,63,350000,1,3
237749,20,170.18,68.9,63,74,525000,1,3
235957,21,172.72,58.1,63,75,575000,1,2
225205,23,170.18,68,63,71,550000,1,3
204725,28,190.5,84.8,63,64,290000,1,1
232372,26,175.26,73,63,66,375000,1,2
218292,23,175.26,73,63,68,500000,1,3
120243,38,187.96,83,63,63,20000,1,1
244915,19,190.5,82.1,63,76,625000,1,2
237747,25,154.94,59.9,63,68,475000,1,3
169907,31,172.72,71.2,63,63,350000,1,2
224691,30,185.42,83,63,63,290000,1,2
222387,23,190.5,83.9,63,69,500000,1,3
205747,26,187.96,78,63,64,300000,1,1
238514,21,170.18,68,63,74,550000,1,2
234162,22,154.94,74.8,63,72,550000,1,2
213959,23,152.4,73.9,63,71,550000,1,3
209607,34,167.64,68,63,63,220000,1,2
206535,24,195.58,69.9,63,67,400000,1,2
182470,33,193.04,76.2,63,63,190000,1,1
243142,24,175.26,68.9,63,68,400000,1,3
232646,21,170.18,72.1,63,74,550000,1,2
216518,25,193.04,82.1,63,69,375000,1,1
207558,28,185.42,73.9,63,63,375000,1,2
241349,28,154.94,73,63,63,375000,1,2
241093,21,185.42,76.2,63,72,500000,1,2
240837,24,175.26,73,63,70,525000,1,3
101317,36,187.96,84.8,63,63,50000,1,1
216773,24,154.94,74.8,63,68,500000,1,3
213189,28,182.88,78.9,63,63,375000,1,2
211141,28,154.94,73.9,63,64,325000,1,2
242116,23,175.26,64.9,63,70,500000,1,2
235222,20,182.88,72.1,63,74,550000,1,2
235221,24,175.26,59,63,68,500000,1,2
228309,24,154.94,79.8,63,70,425000,1,2
221141,23,193.04,84.8,63,68,500000,1,2
245716,21,193.04,87.1,63,72,575000,1,2
209364,25,175.26,68.9,63,67,400000,1,2
244947,28,154.94,74.8,63,63,375000,1,2
241619,21,172.72,67.1,63,73,600000,1,2
238803,21,154.94,72.1,63,73,600000,1,2
224211,22,154.94,83,63,70,450000,1,2
150995,32,187.96,83.9,63,63,200000,1,2
214739,30,154.94,78.9,63,63,270000,1,2
192466,32,152.4,78,63,63,240000,1,2
244434,25,185.42,74.8,63,66,400000,1,2
177618,29,175.26,73.9,63,63,375000,1,2
239826,21,154.94,73.9,63,74,625000,1,3
226791,21,182.88,79.8,63,72,500000,1,2
218343,23,185.42,64.9,63,72,575000,1,3
243430,19,154.94,77.1,63,74,550000,1,2
239078,24,185.42,74.8,63,67,500000,1,2
231910,24,182.88,71.2,63,69,525000,1,2
242661,21,182.88,81.2,63,77,825000,1,2
239077,24,185.42,81.2,63,68,500000,1,3
233445,23,175.26,69.9,63,72,475000,1,2
228325,25,152.4,73.9,63,68,475000,1,3
198373,26,167.64,68,63,64,425000,1,2
244708,20,182.88,73.9,63,75,550000,1,2
243172,20,154.94,72.1,63,76,725000,1,2
172516,31,175.26,72.1,63,63,325000,1,2
200676,30,154.94,68,63,63,350000,1,2
199908,27,187.96,82.1,63,63,400000,1,3
246755,20,175.26,74.8,63,75,650000,1,2
187363,27,182.88,83,63,64,290000,1,1
245750,20,190.5,87.1,63,74,550000,1,2
232950,24,175.26,68,63,69,500000,1,2
244213,27,172.72,62.1,63,63,400000,1,3
176373,35,154.94,74.8,63,63,160000,1,3
193524,30,187.96,83,63,63,290000,1,2
244724,18,152.4,71.2,63,77,725000,1,3
243700,24,193.04,83,63,69,425000,1,2
240372,31,154.94,78,63,63,220000,1,1
208372,26,187.96,78,63,67,400000,1,2
245235,21,182.88,76.2,63,75,650000,1,3
229107,21,182.88,82.1,63,72,500000,1,2
202995,30,182.88,79.8,63,63,270000,1,2
244210,22,170.18,64.9,63,73,525000,1,2
238578,21,172.72,62.1,63,73,600000,1,3
169714,29,152.4,72.1,63,63,350000,1,3
226546,22,170.18,72.1,63,74,625000,1,3
192008,31,185.42,69.9,62,62,220000,1,2
245256,23,193.04,86.2,62,70,375000,1,2
239624,22,185.42,79.8,62,70,450000,1,2
222472,24,187.96,78,62,69,375000,1,2
246279,21,182.88,68,62,74,475000,1,3
242183,20,185.42,82.1,62,81,650000,1,3
225543,22,182.88,68.9,62,71,350000,1,1
213767,24,175.26,68.9,62,66,400000,1,2
246790,24,175.26,68,62,67,400000,1,2
236038,21,152.4,68,62,74,475000,1,2
229638,20,182.88,79.8,62,73,400000,1,1
226822,21,172.72,64.9,62,74,550000,1,3
223750,23,187.96,78.9,62,70,450000,1,2
240901,20,154.94,78,62,73,525000,1,3
237317,21,187.96,79.8,62,73,525000,1,3
220677,22,167.64,64,62,71,475000,1,3
246044,19,175.26,72.1,62,78,625000,1,3
243996,22,170.18,63,62,74,550000,1,3
208156,25,154.94,68.9,62,63,350000,1,3
211739,25,152.4,72.1,62,64,375000,1,3
242458,21,185.42,76.2,62,72,500000,1,2
240410,25,165.1,64,62,68,350000,1,3
246809,19,152.4,68,62,82,625000,1,2
240921,21,170.18,69.9,62,76,600000,1,2
238105,28,187.96,79.8,62,64,300000,1,2
232985,21,175.26,76.2,62,74,525000,1,3
228889,24,182.88,73.9,62,66,325000,1,2
225561,23,154.94,68,62,71,475000,1,3
203289,24,175.26,69.9,62,67,400000,1,2
238616,18,172.72,63,62,79,625000,1,3
236824,21,193.04,74.8,62,75,475000,1,1
218392,24,170.18,64.9,62,66,325000,1,2
234803,20,182.88,76.2,62,73,400000,1,1
243762,27,182.88,73.9,62,65,325000,1,2
225586,22,152.4,69.9,62,70,450000,1,3
216114,22,185.42,79.8,62,71,400000,1,2
153137,36,185.42,81.2,62,62,70000,1,1
232752,33,172.72,68,62,62,230000,1,2
211760,29,152.4,76.2,62,62,240000,1,2
203312,26,185.42,68.9,62,65,375000,1,4
189231,27,182.88,73,62,63,350000,1,2
237359,26,190.5,94.8,62,66,280000,1,1
215343,24,190.5,82.1,62,70,325000,1,1
194094,30,193.04,78,62,63,240000,1,1
183342,32,154.94,74.8,62,62,200000,1,2
242734,23,193.04,81.2,62,72,425000,1,2
237102,22,152.4,78.9,62,71,400000,1,2
234286,21,175.26,64.9,62,77,675000,1,3
216110,26,187.96,83.9,62,66,270000,1,1
244034,19,154.94,69.9,62,76,650000,1,3
243778,22,187.96,84.8,62,69,325000,1,1
242242,21,193.04,82.1,62,79,550000,1,1
208194,27,152.4,71.2,62,62,325000,1,2
246081,19,170.18,63,62,80,650000,1,3
235841,21,152.4,68.9,62,75,575000,1,3
213569,27,187.96,82.1,62,63,280000,1,2
246848,20,175.26,69.9,62,80,650000,1,3
233280,25,175.26,71.2,62,66,325000,1,2
231232,26,170.18,68,62,65,375000,1,2
225600,25,152.4,72.1,62,68,350000,1,2
212800,27,152.4,72.1,62,62,300000,1,2
244543,19,182.88,69.9,62,77,650000,1,2
246078,17,152.4,83,62,79,550000,1,2
231486,25,165.1,62.1,62,65,375000,1,3
215102,27,170.18,68,62,62,325000,1,2
232023,30,154.94,77.1,62,62,300000,1,2
225623,23,154.94,72.1,62,69,425000,1,2
224855,22,154.94,73,62,70,450000,1,2
237654,24,182.88,69.9,62,68,350000,1,2
222294,30,152.4,72.1,62,62,240000,1,2
236629,21,182.88,78.9,62,75,525000,1,3
184148,28,190.5,79.8,62,64,250000,1,1
242260,20,193.04,79.8,62,73,450000,1,2
225364,22,167.64,66.2,62,69,425000,1,2
242003,19,154.94,78,62,74,450000,1,2
236627,19,154.94,67.1,62,79,650000,1,3
228691,25,185.42,73.9,62,66,325000,1,2
246866,18,154.94,64.9,62,75,525000,1,2
242002,23,152.4,66.2,62,70,450000,1,3
220498,23,185.42,81.2,62,67,400000,1,2
212818,28,154.94,69.9,62,62,325000,1,2
208999,23,175.26,68.9,62,69,425000,1,3
205159,25,185.42,74.8,62,64,300000,1,2
182374,36,175.26,69.9,62,62,130000,1,3
228454,22,152.4,71.2,62,70,450000,1,3
211814,31,152.4,78,62,62,220000,1,2
247397,27,154.94,73.9,62,64,300000,1,2
240997,19,190.5,76.2,62,72,400000,1,2
213093,27,154.94,72.1,62,63,290000,1,2
200549,31,152.4,71.2,62,62,270000,1,3
194148,26,154.94,77.1,62,63,300000,1,2
244836,22,185.42,74.8,62,71,475000,1,2
242019,22,152.4,69.9,62,71,475000,1,2
241251,29,187.96,82.1,62,62,250000,1,2
189282,29,172.72,74.8,62,62,325000,1,2
242018,27,182.88,82.1,62,62,325000,1,3
239458,21,185.42,69.9,62,72,475000,1,3
228210,23,193.04,83,62,66,325000,1,2
187511,33,154.94,72.1,62,62,120000,1,2
196983,26,185.42,81.2,62,65,260000,1,1
186230,29,182.88,74.8,62,62,290000,1,2
176246,27,170.18,63,62,63,350000,1,3
239990,27,190.5,89.8,62,62,260000,1,2
152950,35,182.88,74.8,62,62,90000,1,2
209526,25,175.26,62.1,62,66,325000,1,3
186229,30,154.94,74.8,62,62,300000,1,3
247157,19,175.26,63,62,77,575000,1,3
236661,19,185.42,74.8,62,73,450000,1,2
169333,31,175.26,67.1,62,62,200000,1,2
230517,31,175.26,69.9,62,62,290000,1,3
200821,26,175.26,77.1,62,63,350000,1,2
237428,24,152.4,68,62,66,400000,1,2
232820,29,152.4,78.9,62,62,300000,1,3
231284,22,187.96,72.1,62,72,425000,1,2
53363,34,190.5,78,62,62,150000,1,1
192651,28,185.42,74.8,62,62,260000,1,2
235147,22,154.94,69.9,62,68,350000,1,3
216459,23,152.4,66.2,62,68,425000,1,3
226186,29,182.88,74.8,62,63,280000,1,2
246921,20,185.42,74.8,62,73,525000,1,2
239496,21,170.18,64.9,62,74,550000,1,3
235656,24,167.64,68,62,69,425000,1,2
208776,25,198.12,92.1,62,66,280000,1,1
243847,18,154.94,76.2,62,84,700000,1,3
237959,25,154.94,71.2,62,66,325000,1,2
235655,35,160.02,59,62,62,90000,1,2
247174,18,182.88,73,62,77,600000,1,3
239494,21,190.5,82.1,62,72,475000,1,2
238214,20,195.58,87.1,62,69,375000,1,2
213894,23,185.42,68,62,69,350000,1,3
201094,24,185.42,66.2,62,69,325000,1,1
201117,26,190.5,79.8,62,65,270000,1,1
243868,23,195.58,84.8,62,71,400000,1,2
235932,19,193.04,83.9,62,75,425000,1,1
243100,23,152.4,69.9,62,70,375000,1,2
244635,19,182.88,78,62,78,625000,1,2
241562,19,152.4,74.8,62,73,450000,1,2
240026,19,172.72,68,62,74,500000,1,2
237978,20,154.94,78,62,73,450000,1,2
235162,24,182.88,81.2,62,68,400000,1,2
231834,21,182.88,77.1,62,71,475000,1,2
225946,21,175.26,77.1,62,76,650000,1,3
211610,22,187.96,74.8,62,70,450000,1,2
182681,31,154.94,73,62,62,220000,1,2
234649,26,185.42,79.8,62,67,350000,1,2
213401,24,175.26,72.1,62,65,325000,1,2
242328,19,182.88,74.8,62,76,575000,1,2
234671,19,187.96,79.8,62,80,650000,1,3
237742,23,152.4,72.1,62,68,400000,1,3
235950,25,175.26,78,62,67,400000,1,2
228526,24,193.04,93,62,69,325000,1,1
223918,23,154.94,72.1,62,70,450000,1,2
246189,24,187.96,69.9,62,68,,1,2
238765,21,175.26,69.9,62,75,525000,1,2
246188,19,172.72,79.8,62,74,500000,1,3
244652,27,175.26,69.9,62,63,280000,1,2
241068,20,152.4,72.1,62,76,650000,1,2
226220,23,172.72,64.9,62,71,475000,1,3
186539,35,154.94,72.1,62,62,150000,1,2
210347,23,193.04,98,62,69,325000,1,1
242602,18,187.96,86.2,62,84,600000,1,2
223146,23,152.4,78,62,69,425000,1,3
192937,28,182.88,78.9,62,64,290000,1,2
235457,28,190.5,84.8,62,62,300000,1,2
102593,36,175.26,68,62,62,70000,1,2
222145,26,185.42,78,62,67,350000,1,2
203969,27,182.88,87.1,62,63,290000,1,2
183744,31,170.18,66.2,62,62,270000,1,2
239552,28,185.42,83,62,62,325000,1,2
231616,20,190.5,83.9,62,72,500000,1,2
240575,21,187.96,74.8,62,72,425000,1,2
240063,27,190.5,91.2,62,65,260000,1,1
169919,30,175.26,64.9,62,62,300000,1,2
224447,23,152.4,73.9,62,69,350000,1,2
223167,21,182.88,76.2,62,72,500000,1,2
222399,23,182.88,82.1,62,71,400000,1,2
204222,26,175.26,69.9,62,64,375000,1,2
183997,30,182.88,78,62,62,230000,2,2
244669,19,185.42,78,62,73,500000,1,2
221653,23,193.04,84.8,62,69,375000,1,2
212693,25,187.96,76.2,62,67,400000,1,2
238036,21,175.26,69.9,62,76,675000,1,2
193235,28,182.88,74.8,62,62,250000,1,2
245715,19,170.18,64.9,62,79,550000,1,2
177363,31,172.72,69.9,62,62,220000,1,2
245714,20,175.26,69.9,62,74,525000,1,2
224466,23,154.94,72.1,62,69,425000,1,2
187857,29,195.58,86.2,62,62,210000,1,1
242641,17,152.4,69.9,62,81,525000,1,2
238801,25,182.88,72.1,62,65,325000,1,2
233169,25,152.4,68.9,62,68,350000,1,2
209361,25,152.4,78.9,62,65,,1,2
242128,27,170.18,63,62,62,325000,1,2
241872,19,182.88,78,62,77,600000,1,2
171984,34,154.94,81.2,62,62,120000,1,3
242147,30,175.26,69.9,62,62,230000,1,2
222947,26,185.42,69.9,62,65,325000,1,2
204515,26,187.96,87.1,62,67,350000,1,2
200931,27,182.88,73,62,62,260000,1,2
242914,18,154.94,74.8,62,80,600000,1,4
242402,22,154.94,74.8,62,74,550000,1,3
205026,25,182.88,73.9,62,65,375000,1,2
237793,27,170.18,63,62,62,325000,1,3
242656,19,195.58,73.9,62,80,500000,1,1
111328,35,182.88,88,62,62,120000,1,1
223968,28,185.42,79.8,62,64,250000,1,1
200928,26,190.5,74.8,62,65,375000,1,2
242911,24,187.96,79.8,62,69,375000,1,2
242399,20,175.26,73.9,62,75,550000,1,2
234207,19,175.26,64.9,62,77,550000,1,2
166879,35,187.96,86.2,62,62,90000,1,2
245491,20,182.88,78,62,78,575000,1,2
241651,20,187.96,86.2,62,79,675000,1,3
198899,28,182.88,78.9,62,62,240000,1,2
190962,28,187.96,83,62,63,290000,1,2
247026,19,152.4,67.1,62,77,650000,1,2
236530,20,172.72,63,62,76,650000,1,3
183025,33,187.96,78,62,62,240000,1,2
245745,20,154.94,72.1,62,71,475000,1,2
244209,19,152.4,66.2,62,78,625000,1,3
234993,22,198.12,78,62,72,375000,1,1
233969,23,185.42,79.8,62,70,375000,1,2
246768,25,182.88,78.9,62,68,425000,1,2
238576,21,193.04,88,62,70,400000,1,2
247023,19,182.88,79.8,62,73,500000,1,2
243695,22,175.26,73,62,70,375000,1,2
242159,26,187.96,83,62,66,280000,1,1
239623,22,172.72,58.1,61,70,375000,1,2
232455,26,152.4,74.8,61,61,220000,1,2
221447,24,175.26,73.9,61,66,290000,1,2
246277,19,175.26,69.9,61,75,450000,1,3
234501,20,187.96,77.1,61,73,375000,1,2
202244,29,187.96,93.9,61,63,210000,1,1
238083,25,185.42,78.9,61,69,280000,1,1
242434,18,182.88,68,61,82,550000,1,3
232194,22,152.4,59.9,61,68,300000,1,2
229378,20,170.18,74.8,61,75,550000,1,2
228098,28,187.96,87.1,61,63,250000,1,2
243969,22,154.94,74.8,61,71,425000,1,2
243713,20,195.58,98,61,71,350000,1,2
239617,21,154.94,68,61,73,400000,1,2
232193,25,187.96,79.8,61,65,270000,1,2
206081,23,172.72,67.1,61,67,290000,1,2
226844,29,190.5,88,61,61,200000,1,2
144156,33,185.42,79.8,61,61,140000,1,2
243227,21,154.94,74.8,61,68,300000,1,2
203547,28,182.88,71.2,61,61,210000,1,3
241178,23,175.26,73,61,65,325000,1,2
180760,37,154.94,74.8,61,61,20000,1,1
245016,19,154.94,69.9,61,75,525000,1,3
241688,20,152.4,69.9,61,75,475000,1,2
237848,22,175.26,72.1,61,71,400000,1,3
235288,20,154.94,63,61,78,550000,1,3
246807,19,200.66,88,61,77,475000,1,2
246039,20,175.26,64.9,61,75,475000,1,2
245527,20,152.4,77.1,61,71,400000,1,2
238103,24,185.42,79.8,61,67,290000,1,2
235799,20,185.42,79.8,61,77,550000,1,2
234519,23,154.94,79.8,61,69,325000,1,2
228148,20,172.72,81.2,61,75,550000,1,3
234290,20,195.58,78,61,77,500000,1,2
228658,23,182.88,74.8,61,69,325000,1,2
215090,22,152.4,72.1,61,73,350000,1,1
189233,30,187.96,78,61,61,170000,1,1
246833,21,154.94,73.9,61,70,400000,1,2
244529,18,187.96,83,61,76,475000,1,2
243505,27,167.64,59.9,61,62,,1,2
228401,22,195.58,83.9,61,65,280000,1,2
203569,29,175.26,74.8,61,61,250000,1,2
186416,32,182.88,73.9,61,61,200000,1,3
235824,19,175.26,69.9,61,76,475000,1,2
234288,21,187.96,91.2,61,71,325000,1,1
202544,25,187.96,83.9,61,64,270000,1,2
242223,19,185.42,77.1,61,75,525000,1,2
224303,21,152.4,71.2,61,68,350000,1,2
245579,23,170.18,64.9,61,68,300000,1,2
242507,21,170.18,68.9,61,69,375000,1,2
241995,22,190.5,78.9,61,73,400000,1,2
227146,25,172.72,62.1,61,68,300000,1,2
241737,21,187.96,76.2,61,75,500000,1,3
231241,19,172.72,66.2,61,76,525000,1,3
155977,33,190.5,83,61,61,140000,1,2
208457,27,175.26,66.2,61,61,270000,1,3
206409,25,154.94,79.8,61,64,325000,1,2
241736,18,193.04,83,61,82,500000,1,2
